circuit_type,num_qubits,ordering,step,pass_name,Circuit Depth,Gate Count,2Q Count,2Q Depth,status,error
DJ Circuit,10,Order_B (T-B-Q-T-B-Q),3,Qiskit:Optimize1qGateDecomp,24.0,65.0,9.0,9.0,success,
DJ Circuit,10,Order_B (T-B-Q-T-B-Q),4,TKet:KAKDecomposition,24.0,65.0,9.0,9.0,success,
DJ Circuit,10,Order_B (T-B-Q-T-B-Q),5,BQSKit:GroupSingleQuditGate,23.0,56.0,9.0,9.0,success,
DJ Circuit,10,Order_B (T-B-Q-T-B-Q),6,Qiskit:CommutativeCancel,23.0,56.0,9.0,9.0,success,
DJ Circuit,10,Order_C (B-Q-T-B-Q-T),1,BQSKit:ScanningGateRemoval,,,,,failed,Timeout: pipeline exceeded 300s
DJ Circuit,10,Order_C (B-Q-T-B-Q-T),2,Qiskit:Optimize1qGateDecomp,36.0,90.0,24.0,24.0,success,
DJ Circuit,10,Order_C (B-Q-T-B-Q-T),3,TKet:CliffordSimp,16.0,37.0,9.0,9.0,success,
DJ Circuit,10,Order_C (B-Q-T-B-Q-T),4,BQSKit:GroupSingleQuditGate,15.0,28.0,9.0,9.0,success,
DJ Circuit,10,Order_C (B-Q-T-B-Q-T),5,Qiskit:CommutativeCancel,15.0,28.0,9.0,9.0,success,
DJ Circuit,10,Order_C (B-Q-T-B-Q-T),6,TKet:KAKDecomposition,9.0,9.0,9.0,9.0,success,
GHZ Circuit,10,ALL,0,Baseline (no optimization),13.0,22.0,9.0,9.0,success,
GHZ Circuit,10,Order_A (Q-T-B-Q-T-B),1,Qiskit:Optimize1qGateDecomp,13.0,22.0,9.0,9.0,success,
GHZ Circuit,10,Order_A (Q-T-B-Q-T-B),2,TKet:CliffordSimp,11.0,20.0,9.0,9.0,success,
GHZ Circuit,10,Order_A (Q-T-B-Q-T-B),3,BQSKit:ScanningGateRemoval,9.0,9.0,9.0,9.0,success,
GHZ Circuit,10,Order_A (Q-T-B-Q-T-B),4,Qiskit:CommutativeCancel,9.0,9.0,9.0,9.0,success,
GHZ Circuit,10,Order_A (Q-T-B-Q-T-B),5,TKet:KAKDecomposition,9.0,9.0,9.0,9.0,success,
GHZ Circuit,10,Order_A (Q-T-B-Q-T-B),6,BQSKit:GroupSingleQuditGate,9.0,9.0,9.0,9.0,success,
GHZ Circuit,10,Order_B (T-B-Q-T-B-Q),1,TKet:CliffordSimp,11.0,20.0,9.0,9.0,success,
GHZ Circuit,10,Order_B (T-B-Q-T-B-Q),2,BQSKit:ScanningGateRemoval,9.0,9.0,9.0,9.0,success,
GHZ Circuit,10,Order_B (T-B-Q-T-B-Q),3,Qiskit:Optimize1qGateDecomp,9.0,9.0,9.0,9.0,success,
GHZ Circuit,10,Order_B (T-B-Q-T-B-Q),4,TKet:KAKDecomposition,9.0,9.0,9.0,9.0,success,
GHZ Circuit,10,Order_B (T-B-Q-T-B-Q),5,BQSKit:GroupSingleQuditGate,9.0,9.0,9.0,9.0,success,
GHZ Circuit,10,Order_B (T-B-Q-T-B-Q),6,Qiskit:CommutativeCancel,9.0,9.0,9.0,9.0,success,
GHZ Circuit,10,Order_C (B-Q-T-B-Q-T),1,BQSKit:ScanningGateRemoval,10.0,10.0,9.0,9.0,success,
GHZ Circuit,10,Order_C (B-Q-T-B-Q-T),2,Qiskit:Optimize1qGateDecomp,10.0,10.0,9.0,9.0,success,
GHZ Circuit,10,Order_C (B-Q-T-B-Q-T),3,TKet:CliffordSimp,10.0,10.0,9.0,9.0,success,
GHZ Circuit,10,Order_C (B-Q-T-B-Q-T),4,BQSKit:GroupSingleQuditGate,10.0,10.0,9.0,9.0,success,
GHZ Circuit,10,Order_C (B-Q-T-B-Q-T),5,Qiskit:CommutativeCancel,10.0,10.0,9.0,9.0,success,
GHZ Circuit,10,Order_C (B-Q-T-B-Q-T),6,TKet:KAKDecomposition,9.0,9.0,9.0,9.0,success,
Grover Circuit,10,ALL,0,Baseline (no optimization),46168.0,59586.0,31923.0,26041.0,success,
Grover Circuit,10,Order_A (Q-T-B-Q-T-B),1,Qiskit:Optimize1qGateDecomp,41716.0,54299.0,31923.0,26041.0,success,
Grover Circuit,10,Order_A (Q-T-B-Q-T-B),2,TKet:CliffordSimp,19918.0,26760.0,13022.0,10502.0,success,
Grover Circuit,10,Order_A (Q-T-B-Q-T-B),3,BQSKit:ScanningGateRemoval,,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Scanning Gate Removal Pass
Server connection unexpectedly closed.
Traceback (most recent call last):
  File ""/Users/abhishekshringi/Documents"
Grover Circuit,10,Order_A (Q-T-B-Q-T-B),4,Qiskit:CommutativeCancel,19918.0,26760.0,13022.0,10502.0,success,
Grover Circuit,10,Order_A (Q-T-B-Q-T-B),5,TKet:KAKDecomposition,19918.0,26760.0,13022.0,10502.0,success,
Grover Circuit,10,Order_A (Q-T-B-Q-T-B),6,BQSKit:GroupSingleQuditGate,,,,,failed,Timeout: pipeline exceeded 300s
Grover Circuit,10,Order_B (T-B-Q-T-B-Q),1,TKet:CliffordSimp,,,,,failed,Timeout: pipeline exceeded 300s
Grover Circuit,10,Order_B (T-B-Q-T-B-Q),2,BQSKit:ScanningGateRemoval,,,,,failed,Timeout: pipeline exceeded 300s
Grover Circuit,10,Order_B (T-B-Q-T-B-Q),3,Qiskit:Optimize1qGateDecomp,41716.0,54299.0,31923.0,26041.0,success,
Grover Circuit,10,Order_B (T-B-Q-T-B-Q),4,TKet:KAKDecomposition,20278.0,29472.0,13056.0,10414.0,success,
Grover Circuit,10,Order_B (T-B-Q-T-B-Q),5,BQSKit:GroupSingleQuditGate,,,,,failed,Timeout: pipeline exceeded 300s
Grover Circuit,10,Order_B (T-B-Q-T-B-Q),6,Qiskit:CommutativeCancel,20278.0,29472.0,13056.0,10414.0,success,
Grover Circuit,10,Order_C (B-Q-T-B-Q-T),1,BQSKit:ScanningGateRemoval,,,,,failed,Timeout: pipeline exceeded 300s
Grover Circuit,10,Order_C (B-Q-T-B-Q-T),2,Qiskit:Optimize1qGateDecomp,41716.0,54299.0,31923.0,26041.0,success,
Grover Circuit,10,Order_C (B-Q-T-B-Q-T),3,TKet:CliffordSimp,,,,,failed,Timeout: pipeline exceeded 300s
Grover Circuit,10,Order_C (B-Q-T-B-Q-T),4,BQSKit:GroupSingleQuditGate,,,,,failed,Timeout: pipeline exceeded 300s
Grover Circuit,10,Order_C (B-Q-T-B-Q-T),5,Qiskit:CommutativeCancel,39480.0,51264.0,29239.0,24134.0,success,
Grover Circuit,10,Order_C (B-Q-T-B-Q-T),6,TKet:KAKDecomposition,22775.0,34822.0,14715.0,11846.0,success,
QFT Circuit,10,ALL,0,Baseline (no optimization),184.0,364.0,189.0,114.0,success,
QFT Circuit,10,Order_A (Q-T-B-Q-T-B),1,Qiskit:Optimize1qGateDecomp,179.0,353.0,189.0,114.0,success,
QFT Circuit,10,Order_A (Q-T-B-Q-T-B),2,TKet:CliffordSimp,86.0,227.0,90.0,45.0,success,
QFT Circuit,10,Order_A (Q-T-B-Q-T-B),3,BQSKit:ScanningGateRemoval,,,,,failed,Timeout: pipeline exceeded 300s
QFT Circuit,10,Order_A (Q-T-B-Q-T-B),4,Qiskit:CommutativeCancel,86.0,227.0,90.0,45.0,success,
QFT Circuit,10,Order_A (Q-T-B-Q-T-B),5,TKet:KAKDecomposition,86.0,227.0,90.0,45.0,success,
QFT Circuit,10,Order_A (Q-T-B-Q-T-B),6,BQSKit:GroupSingleQuditGate,85.0,217.0,90.0,45.0,success,
QFT Circuit,10,Order_B (T-B-Q-T-B-Q),1,TKet:CliffordSimp,86.0,227.0,90.0,45.0,success,
QFT Circuit,10,Order_B (T-B-Q-T-B-Q),2,BQSKit:ScanningGateRemoval,,,,,failed,Timeout: pipeline exceeded 300s
QFT Circuit,10,Order_B (T-B-Q-T-B-Q),3,Qiskit:Optimize1qGateDecomp,104.0,279.0,90.0,45.0,success,
QFT Circuit,10,Order_B (T-B-Q-T-B-Q),4,TKet:KAKDecomposition,104.0,279.0,90.0,45.0,success,
QFT Circuit,10,Order_B (T-B-Q-T-B-Q),5,BQSKit:GroupSingleQuditGate,103.0,269.0,90.0,45.0,success,
QFT Circuit,10,Order_B (T-B-Q-T-B-Q),6,Qiskit:CommutativeCancel,103.0,269.0,90.0,45.0,success,
QFT Circuit,10,Order_C (B-Q-T-B-Q-T),1,BQSKit:ScanningGateRemoval,,,,,failed,Timeout: pipeline exceeded 300s
QFT Circuit,10,Order_C (B-Q-T-B-Q-T),2,Qiskit:Optimize1qGateDecomp,179.0,353.0,189.0,114.0,success,
QFT Circuit,10,Order_C (B-Q-T-B-Q-T),3,TKet:CliffordSimp,86.0,227.0,90.0,45.0,success,
QFT Circuit,10,Order_C (B-Q-T-B-Q-T),4,BQSKit:GroupSingleQuditGate,85.0,217.0,90.0,45.0,success,
QFT Circuit,10,Order_C (B-Q-T-B-Q-T),5,Qiskit:CommutativeCancel,85.0,217.0,90.0,45.0,success,
QFT Circuit,10,Order_C (B-Q-T-B-Q-T),6,TKet:KAKDecomposition,2.0,4.0,4.0,2.0,success,
Amplitude Estimation Circuit,10,ALL,0,Baseline (no optimization),6818.0,8013.0,1193.0,1136.0,success,
Amplitude Estimation Circuit,10,Order_A (Q-T-B-Q-T-B),1,Qiskit:Optimize1qGateDecomp,5284.0,5457.0,1193.0,1136.0,success,
Amplitude Estimation Circuit,10,Order_A (Q-T-B-Q-T-B),2,TKet:CliffordSimp,2106.0,2253.0,1094.0,1052.0,success,
Amplitude Estimation Circuit,10,Order_A (Q-T-B-Q-T-B),3,BQSKit:ScanningGateRemoval,,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Scanning Gate Removal Pass
Server connection unexpectedly closed.
Traceback (most recent call last):
  File ""/Users/abhishekshringi/Documents"
Amplitude Estimation Circuit,10,Order_A (Q-T-B-Q-T-B),4,Qiskit:CommutativeCancel,2106.0,2253.0,1094.0,1052.0,success,
Amplitude Estimation Circuit,10,Order_A (Q-T-B-Q-T-B),5,TKet:KAKDecomposition,98.0,253.0,90.0,48.0,success,
Amplitude Estimation Circuit,10,Order_A (Q-T-B-Q-T-B),6,BQSKit:GroupSingleQuditGate,97.0,243.0,90.0,48.0,success,
Amplitude Estimation Circuit,10,Order_B (T-B-Q-T-B-Q),1,TKet:CliffordSimp,2106.0,2253.0,1094.0,1052.0,success,
Amplitude Estimation Circuit,10,Order_B (T-B-Q-T-B-Q),2,BQSKit:ScanningGateRemoval,,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Scanning Gate Removal Pass
Server connection unexpectedly closed.
Traceback (most recent call last):
  File ""/Users/abhishekshringi/Documents"
Amplitude Estimation Circuit,10,Order_B (T-B-Q-T-B-Q),3,Qiskit:Optimize1qGateDecomp,5181.0,5365.0,1094.0,1052.0,success,
Amplitude Estimation Circuit,10,Order_B (T-B-Q-T-B-Q),4,TKet:KAKDecomposition,98.0,253.0,90.0,48.0,success,
Amplitude Estimation Circuit,10,Order_B (T-B-Q-T-B-Q),5,BQSKit:GroupSingleQuditGate,97.0,243.0,90.0,48.0,success,
Amplitude Estimation Circuit,10,Order_B (T-B-Q-T-B-Q),6,Qiskit:CommutativeCancel,97.0,243.0,90.0,48.0,success,
Amplitude Estimation Circuit,10,Order_C (B-Q-T-B-Q-T),1,BQSKit:ScanningGateRemoval,,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Scanning Gate Removal Pass
Server connection unexpectedly closed.
Traceback (most recent call last):
  File ""/Users/abhishekshringi/Documents"
Amplitude Estimation Circuit,10,Order_C (B-Q-T-B-Q-T),2,Qiskit:Optimize1qGateDecomp,5284.0,5457.0,1193.0,1136.0,success,
Amplitude Estimation Circuit,10,Order_C (B-Q-T-B-Q-T),3,TKet:CliffordSimp,2106.0,2253.0,1094.0,1052.0,success,
Amplitude Estimation Circuit,10,Order_C (B-Q-T-B-Q-T),4,BQSKit:GroupSingleQuditGate,2105.0,2243.0,1094.0,1052.0,success,
Amplitude Estimation Circuit,10,Order_C (B-Q-T-B-Q-T),5,Qiskit:CommutativeCancel,2105.0,2243.0,1094.0,1052.0,success,
Amplitude Estimation Circuit,10,Order_C (B-Q-T-B-Q-T),6,TKet:KAKDecomposition,3.0,5.0,1.0,1.0,success,
Quantum Phase Estimation Circuit,10,ALL,0,Baseline (no optimization),187.0,369.0,182.0,117.0,success,
Quantum Phase Estimation Circuit,10,Order_A (Q-T-B-Q-T-B),1,Qiskit:Optimize1qGateDecomp,187.0,364.0,182.0,117.0,success,
Quantum Phase Estimation Circuit,10,Order_A (Q-T-B-Q-T-B),2,TKet:CliffordSimp,80.0,231.0,85.0,39.0,success,
Quantum Phase Estimation Circuit,10,Order_A (Q-T-B-Q-T-B),3,BQSKit:ScanningGateRemoval,,,,,failed,Timeout: pipeline exceeded 300s
Quantum Phase Estimation Circuit,10,Order_A (Q-T-B-Q-T-B),4,Qiskit:CommutativeCancel,80.0,231.0,85.0,39.0,success,
Quantum Phase Estimation Circuit,10,Order_A (Q-T-B-Q-T-B),5,TKet:KAKDecomposition,80.0,231.0,85.0,39.0,success,
Quantum Phase Estimation Circuit,10,Order_A (Q-T-B-Q-T-B),6,BQSKit:GroupSingleQuditGate,79.0,222.0,85.0,39.0,success,
Quantum Phase Estimation Circuit,10,Order_B (T-B-Q-T-B-Q),1,TKet:CliffordSimp,80.0,231.0,85.0,39.0,success,
Quantum Phase Estimation Circuit,10,Order_B (T-B-Q-T-B-Q),2,BQSKit:ScanningGateRemoval,,,,,failed,Timeout: pipeline exceeded 300s
Quantum Phase Estimation Circuit,10,Order_B (T-B-Q-T-B-Q),3,Qiskit:Optimize1qGateDecomp,92.0,268.0,85.0,39.0,success,
Quantum Phase Estimation Circuit,10,Order_B (T-B-Q-T-B-Q),4,TKet:KAKDecomposition,92.0,268.0,85.0,39.0,success,
Quantum Phase Estimation Circuit,10,Order_B (T-B-Q-T-B-Q),5,BQSKit:GroupSingleQuditGate,91.0,259.0,85.0,39.0,success,
Quantum Phase Estimation Circuit,10,Order_B (T-B-Q-T-B-Q),6,Qiskit:CommutativeCancel,91.0,259.0,85.0,39.0,success,
Quantum Phase Estimation Circuit,10,Order_C (B-Q-T-B-Q-T),1,BQSKit:ScanningGateRemoval,,,,,failed,Timeout: pipeline exceeded 300s
Quantum Phase Estimation Circuit,10,Order_C (B-Q-T-B-Q-T),2,Qiskit:Optimize1qGateDecomp,187.0,364.0,182.0,117.0,success,
Quantum Phase Estimation Circuit,10,Order_C (B-Q-T-B-Q-T),3,TKet:CliffordSimp,80.0,231.0,85.0,39.0,success,
Quantum Phase Estimation Circuit,10,Order_C (B-Q-T-B-Q-T),4,BQSKit:GroupSingleQuditGate,79.0,222.0,85.0,39.0,success,
Quantum Phase Estimation Circuit,10,Order_C (B-Q-T-B-Q-T),5,Qiskit:CommutativeCancel,79.0,222.0,85.0,39.0,success,
Quantum Phase Estimation Circuit,10,Order_C (B-Q-T-B-Q-T),6,TKet:KAKDecomposition,1.0,1.0,1.0,1.0,success,
W State Circuit,10,ALL,0,Baseline (no optimization),91.0,173.0,18.0,11.0,success,
W State Circuit,10,Order_A (Q-T-B-Q-T-B),1,Qiskit:Optimize1qGateDecomp,41.0,83.0,18.0,11.0,success,
W State Circuit,10,Order_A (Q-T-B-Q-T-B),2,TKet:CliffordSimp,21.0,47.0,18.0,11.0,success,
W State Circuit,10,Order_A (Q-T-B-Q-T-B),3,BQSKit:ScanningGateRemoval,,,,,failed,Timeout: pipeline exceeded 300s
W State Circuit,10,Order_A (Q-T-B-Q-T-B),4,Qiskit:CommutativeCancel,21.0,47.0,18.0,11.0,success,
W State Circuit,10,Order_A (Q-T-B-Q-T-B),5,TKet:KAKDecomposition,21.0,47.0,18.0,11.0,success,
W State Circuit,10,Order_A (Q-T-B-Q-T-B),6,BQSKit:GroupSingleQuditGate,20.0,37.0,18.0,11.0,success,
W State Circuit,10,Order_B (T-B-Q-T-B-Q),1,TKet:CliffordSimp,21.0,47.0,18.0,11.0,success,
W State Circuit,10,Order_B (T-B-Q-T-B-Q),2,BQSKit:ScanningGateRemoval,,,,,failed,Timeout: pipeline exceeded 300s
W State Circuit,10,Order_B (T-B-Q-T-B-Q),3,Qiskit:Optimize1qGateDecomp,41.0,83.0,18.0,11.0,success,
W State Circuit,10,Order_B (T-B-Q-T-B-Q),4,TKet:KAKDecomposition,41.0,83.0,18.0,11.0,success,
W State Circuit,10,Order_B (T-B-Q-T-B-Q),5,BQSKit:GroupSingleQuditGate,40.0,73.0,18.0,11.0,success,
W State Circuit,10,Order_B (T-B-Q-T-B-Q),6,Qiskit:CommutativeCancel,40.0,73.0,18.0,11.0,success,
W State Circuit,10,Order_C (B-Q-T-B-Q-T),1,BQSKit:ScanningGateRemoval,,,,,failed,Timeout: pipeline exceeded 300s
W State Circuit,10,Order_C (B-Q-T-B-Q-T),2,Qiskit:Optimize1qGateDecomp,41.0,83.0,18.0,11.0,success,
W State Circuit,10,Order_C (B-Q-T-B-Q-T),3,TKet:CliffordSimp,21.0,47.0,18.0,11.0,success,
W State Circuit,10,Order_C (B-Q-T-B-Q-T),4,BQSKit:GroupSingleQuditGate,20.0,37.0,18.0,11.0,success,
W State Circuit,10,Order_C (B-Q-T-B-Q-T),5,Qiskit:CommutativeCancel,20.0,37.0,18.0,11.0,success,
W State Circuit,10,Order_C (B-Q-T-B-Q-T),6,TKet:KAKDecomposition,11.0,18.0,18.0,11.0,success,
BV Circuit,10,ALL,0,Baseline (no optimization),33.0,65.0,7.0,7.0,success,
BV Circuit,10,Order_A (Q-T-B-Q-T-B),1,Qiskit:Optimize1qGateDecomp,20.0,52.0,7.0,7.0,success,
BV Circuit,10,Order_A (Q-T-B-Q-T-B),2,TKet:CliffordSimp,7.0,23.0,4.0,4.0,success,
BV Circuit,10,Order_A (Q-T-B-Q-T-B),3,BQSKit:ScanningGateRemoval,4.0,5.0,4.0,4.0,success,
BV Circuit,10,Order_A (Q-T-B-Q-T-B),4,Qiskit:CommutativeCancel,4.0,5.0,4.0,4.0,success,
BV Circuit,10,Order_A (Q-T-B-Q-T-B),5,TKet:KAKDecomposition,4.0,4.0,4.0,4.0,success,
BV Circuit,10,Order_A (Q-T-B-Q-T-B),6,BQSKit:GroupSingleQuditGate,4.0,4.0,4.0,4.0,success,
BV Circuit,10,Order_B (T-B-Q-T-B-Q),1,TKet:CliffordSimp,7.0,23.0,4.0,4.0,success,
BV Circuit,10,Order_B (T-B-Q-T-B-Q),2,BQSKit:ScanningGateRemoval,5.0,9.0,4.0,4.0,success,
BV Circuit,10,Order_B (T-B-Q-T-B-Q),3,Qiskit:Optimize1qGateDecomp,4.0,4.0,4.0,4.0,success,
BV Circuit,10,Order_B (T-B-Q-T-B-Q),4,TKet:KAKDecomposition,4.0,4.0,4.0,4.0,success,
BV Circuit,10,Order_B (T-B-Q-T-B-Q),5,BQSKit:GroupSingleQuditGate,4.0,4.0,4.0,4.0,success,
BV Circuit,10,Order_B (T-B-Q-T-B-Q),6,Qiskit:CommutativeCancel,4.0,4.0,4.0,4.0,success,
BV Circuit,10,Order_C (B-Q-T-B-Q-T),1,BQSKit:ScanningGateRemoval,16.0,25.0,7.0,7.0,success,
BV Circuit,10,Order_C (B-Q-T-B-Q-T),2,Qiskit:Optimize1qGateDecomp,13.0,21.0,7.0,7.0,success,
BV Circuit,10,Order_C (B-Q-T-B-Q-T),3,TKet:CliffordSimp,6.0,12.0,4.0,4.0,success,
BV Circuit,10,Order_C (B-Q-T-B-Q-T),4,BQSKit:GroupSingleQuditGate,6.0,12.0,4.0,4.0,success,
BV Circuit,10,Order_C (B-Q-T-B-Q-T),5,Qiskit:CommutativeCancel,6.0,12.0,4.0,4.0,success,
BV Circuit,10,Order_C (B-Q-T-B-Q-T),6,TKet:KAKDecomposition,4.0,4.0,4.0,4.0,success,
Graph State Circuit,10,ALL,0,Baseline (no optimization),37.0,116.0,16.0,9.0,success,
Graph State Circuit,10,Order_A (Q-T-B-Q-T-B),1,Qiskit:Optimize1qGateDecomp,22.0,62.0,16.0,9.0,success,
Graph State Circuit,10,Order_A (Q-T-B-Q-T-B),2,TKet:CliffordSimp,11.0,30.0,10.0,6.0,success,
Graph State Circuit,10,Order_A (Q-T-B-Q-T-B),3,BQSKit:ScanningGateRemoval,,,,,failed,Timeout: pipeline exceeded 300s
Graph State Circuit,10,Order_A (Q-T-B-Q-T-B),4,Qiskit:CommutativeCancel,11.0,30.0,10.0,6.0,success,
Graph State Circuit,10,Order_A (Q-T-B-Q-T-B),5,TKet:KAKDecomposition,11.0,30.0,10.0,6.0,success,
Graph State Circuit,10,Order_A (Q-T-B-Q-T-B),6,BQSKit:GroupSingleQuditGate,10.0,20.0,10.0,6.0,success,
Graph State Circuit,10,Order_B (T-B-Q-T-B-Q),1,TKet:CliffordSimp,11.0,30.0,10.0,6.0,success,
Graph State Circuit,10,Order_B (T-B-Q-T-B-Q),2,BQSKit:ScanningGateRemoval,,,,,failed,Timeout: pipeline exceeded 300s
Graph State Circuit,10,Order_B (T-B-Q-T-B-Q),3,Qiskit:Optimize1qGateDecomp,19.0,50.0,10.0,6.0,success,
Graph State Circuit,10,Order_B (T-B-Q-T-B-Q),4,TKet:KAKDecomposition,19.0,50.0,10.0,6.0,success,
Graph State Circuit,10,Order_B (T-B-Q-T-B-Q),5,BQSKit:GroupSingleQuditGate,18.0,40.0,10.0,6.0,success,
Graph State Circuit,10,Order_B (T-B-Q-T-B-Q),6,Qiskit:CommutativeCancel,18.0,40.0,10.0,6.0,success,
Graph State Circuit,10,Order_C (B-Q-T-B-Q-T),1,BQSKit:ScanningGateRemoval,,,,,failed,Timeout: pipeline exceeded 300s
Graph State Circuit,10,Order_C (B-Q-T-B-Q-T),2,Qiskit:Optimize1qGateDecomp,22.0,62.0,16.0,9.0,success,
Graph State Circuit,10,Order_C (B-Q-T-B-Q-T),3,TKet:CliffordSimp,11.0,30.0,10.0,6.0,success,
Graph State Circuit,10,Order_C (B-Q-T-B-Q-T),4,BQSKit:GroupSingleQuditGate,10.0,20.0,10.0,6.0,success,
Graph State Circuit,10,Order_C (B-Q-T-B-Q-T),5,Qiskit:CommutativeCancel,10.0,20.0,10.0,6.0,success,
Graph State Circuit,10,Order_C (B-Q-T-B-Q-T),6,TKet:KAKDecomposition,6.0,10.0,10.0,6.0,success,
